OBS,PRO,Lats,Latitude,Longitude,jan_max,july_min,prec,evap,soil,wind
AWA99021109,PRMUND,33.9435,-33.9435,22.59216667,30.83,7.26,348.05,0.08,0.43,2.07
AWA99021110,PRMUND,33.94583333,-33.94583333,22.59633333,30.83,7.26,348.05,0.08,0.43,2.07
AWA99021111,PRMUND,33.948,-33.948,22.6,30.83,7.26,348.05,0.08,0.43,2.07
DFJ99012602,PRMUND,33.82916667,-33.82916667,22.82833333,31.46,6.64,369.14,0.1,0.43,1.43
DFJ99012603,PRMUND,33.82666667,-33.82666667,22.82166667,31.46,6.64,369.14,0.1,0.43,1.43
DFJ99012604,PRMUND,33.82333333,-33.82333333,22.82083333,31.46,6.64,369.14,0.1,0.43,1.43
DFJ99012609,PRMUND,33.82666667,-33.82666667,22.6575,30.83,7.26,348.05,0.08,0.43,2.07
DFJ99012611,PRMUND,33.83916667,-33.83916667,22.64833333,30.83,7.26,348.05,0.08,0.43,2.07
DFJ99022601,PRMUND,33.90333333,-33.90333333,23.00333333,31.46,6.64,369.14,0.1,0.43,1.43
WIJ99030101,PRMUND,34.055,-34.055,23.105,31.46,6.64,369.14,0.1,0.43,1.43
APE99030701,PRMUND,34.05583333,-34.05583333,18.8705,33.55,6.06,506.25,0.19,0.45,3.49
FMD99030401,PRMUND,33.87333333,-33.87333333,23.00833333,31.46,6.64,369.14,0.1,0.43,1.43
JCJ99032102,PRMUND,33.67333333,-33.67333333,23.78666667,38.85,-0.38,442.97,0.17,0.41,3.3
SHR99032101,PRMUND,34.39116667,-34.39116667,19.32666667,29.51,6.87,363.87,0.14,0.41,3.67
DFJ99032201,PRMUND,33.66333333,-33.66333333,23.76416667,38.85,-0.38,442.97,0.17,0.41,3.3
FMD99032201,PRMUND,33.66133333,-33.66133333,23.76666667,38.85,-0.38,442.97,0.17,0.41,3.3
MCG99041104,PRMUND,33.59233333,-33.59233333,24.88333333,42.57,2.58,511.52,0.16,0.41,3.06
BSM99032102,PRMUND,33.66766667,-33.66766667,23.79466667,38.85,-0.38,442.97,0.17,0.41,3.3
BSM99032103,PRMUND,33.67516667,-33.67516667,23.8005,38.85,-0.38,442.97,0.17,0.41,3.3
DFJ99050202,PRMUND,33.87,-33.87,23.73083333,29.69,8.42,390.23,0.17,0.44,2.8
FMD99062702,PRMUND,33.92333333,-33.92333333,23.80566667,29.69,8.42,390.23,0.17,0.44,2.8
JBB94010405,PRMUND,33.68666667,-33.68666667,23.98133333,38.85,-0.38,442.97,0.17,0.41,3.3
JBB94010502,PRMUND,33.695,-33.695,24.00533333,38.85,-0.38,442.97,0.17,0.41,3.3
JBB98121901,PRMUND,33.67833333,-33.67833333,23.993,38.85,-0.38,442.97,0.17,0.41,3.3
JBB98121902,PRMUND,33.675,-33.675,24,38.85,-0.38,442.97,0.17,0.41,3.3
JBB98122001,PRMUND,33.68966667,-33.68966667,24,38.85,-0.38,442.97,0.17,0.41,3.3
JBB98122002,PRMUND,33.69666667,-33.69666667,24.005,38.85,-0.38,442.97,0.17,0.41,3.3
AWA99080503,PRMUND,33.94466667,-33.94466667,22.59266667,30.83,7.26,348.05,0.08,0.43,2.07
OUT99011602,PRMUND,33.92466667,-33.92466667,22.516,30.83,7.26,348.05,0.08,0.43,2.07
OUT99070304,PRMUND,33.82433333,-33.82433333,22.9065,31.46,6.64,369.14,0.1,0.43,1.43
OUT99070306,PRMUND,33.82166667,-33.82166667,22.9,31.46,6.64,369.14,0.1,0.43,1.43
OUT99070307,PRMUND,33.81866667,-33.81866667,22.89833333,31.46,6.64,369.14,0.1,0.43,1.43
OUT99070308,PRMUND,33.81666667,-33.81666667,22.91016667,31.46,6.64,369.14,0.1,0.43,1.43
OUT99070309,PRMUND,33.81866667,-33.81866667,22.90216667,31.46,6.64,369.14,0.1,0.43,1.43
OUT99070310,PRMUND,33.81816667,-33.81816667,22.90616667,31.46,6.64,369.14,0.1,0.43,1.43
JWI99072002,PRMUND,33.82316667,-33.82316667,22.86916667,31.46,6.64,369.14,0.1,0.43,1.43
KBR99072001,PRMUND,33.82166667,-33.82166667,22.85816667,31.46,6.64,369.14,0.1,0.43,1.43
KBR99072002,PRMUND,33.82133333,-33.82133333,22.8605,31.46,6.64,369.14,0.1,0.43,1.43
KBR99072003,PRMUND,33.82133333,-33.82133333,22.8615,31.46,6.64,369.14,0.1,0.43,1.43
KBR99072004,PRMUND,33.82166667,-33.82166667,22.86583333,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071301,PRMUND,33.81866667,-33.81866667,22.86866667,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071302,PRMUND,33.82116667,-33.82116667,22.86533333,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071303,PRMUND,33.81783333,-33.81783333,22.872,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071902,PRMUND,33.81866667,-33.81866667,22.87183333,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071903,PRMUND,33.81833333,-33.81833333,22.87083333,31.46,6.64,369.14,0.1,0.43,1.43
JDJ99071904,PRMUND,33.821,-33.821,22.86583333,31.46,6.64,369.14,0.1,0.43,1.43
NGF99082406,PRMUND,33.92216667,-33.92216667,22.51633333,30.83,7.26,348.05,0.08,0.43,2.07
DFJ99091702,PRMUND,34.32333333,-34.32333333,19.03666667,24.48,10.17,474.61,0.22,0.42,3.61
WEL99061301,PRMUND,33.9675,-33.9675,23.64833333,29.69,8.42,390.23,0.17,0.44,2.8
SMR99102901,PRMUND,34.24216667,-34.24216667,19.1035,36.73,1.57,458.79,0.16,0.45,3.73
GED99102803,PRMUND,34.35833333,-34.35833333,18.96833333,24.48,10.17,474.61,0.22,0.42,3.61
OUT99112001,PRMUND,33.59866667,-33.59866667,24.51033333,42.04,0.54,453.52,0.14,0.44,3.92
OUT99112004,PRMUND,33.60083333,-33.60083333,24.5575,42.04,0.54,453.52,0.14,0.44,3.92
OUT97112905,PRMUND,33.86333333,-33.86333333,23.6895,29.69,8.42,390.23,0.17,0.44,2.8
OUT98013101,PRMUND,33.84233333,-33.84233333,22.6585,30.83,7.26,348.05,0.08,0.43,2.07
AGR99120817,PRMUND,34.33283333,-34.33283333,18.94683333,24.48,10.17,474.61,0.22,0.42,3.61
AGR99120818,PRMUND,34.334,-34.334,18.94983333,24.48,10.17,474.61,0.22,0.42,3.61
AGRY0010706,PRMUND,34.42933333,-34.42933333,19.63666667,29.51,6.87,363.87,0.14,0.41,3.67
AGRY0011602,PRMUND,33.9825,-33.9825,18.43283333,25.9,11.12,374.41,0.22,0.34,3.64
HRK97051402,PRMUND,33.92033333,-33.92033333,23.77533333,29.69,8.42,390.23,0.17,0.44,2.8
HRK97051404,PRMUND,33.92116667,-33.92116667,23.78116667,29.69,8.42,390.23,0.17,0.44,2.8
MCG99122605,PRMUND,33.87066667,-33.87066667,25.19016667,34.44,8.8,421.88,0.15,0.43,2.87
LKA99110902,PRMUND,34.39233333,-34.39233333,19.32583333,29.51,6.87,363.87,0.14,0.41,3.67
LKA99110906,PRMUND,34.3865,-34.3865,19.33716667,29.51,6.87,363.87,0.14,0.41,3.67
AMM99121902,PRMUND,34.4,-34.4,19.17466667,29.51,6.87,363.87,0.14,0.41,3.67
MAJY0012301,PRMUND,34.26083333,-34.26083333,18.91666667,24.48,10.17,474.61,0.22,0.42,3.61
AGRY0031202,PRMUND,34.05366667,-34.05366667,18.87566667,33.55,6.06,506.25,0.19,0.45,3.49
AGRY0031204,PRMUND,34.0595,-34.0595,18.87716667,33.55,6.06,506.25,0.19,0.45,3.49
HRKY0012801,PRMUND,33.97116667,-33.97116667,23.18816667,31.46,6.64,369.14,0.1,0.43,1.43
HRKY0022501,PRMUND,33.97066667,-33.97066667,23.21566667,31.46,6.64,369.14,0.1,0.43,1.43
HRKY0022502,PRMUND,33.968,-33.968,23.21666667,31.46,6.64,369.14,0.1,0.43,1.43
SML97092001,PRMUND,33.8605,-33.8605,23.685,29.69,8.42,390.23,0.17,0.44,2.8
MCGY0051302,PRMUND,33.69416667,-33.69416667,25.09083333,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0062701,PRMUND,33.9585,-33.9585,23.56766667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062702,PRMUND,33.95583333,-33.95583333,23.571,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062801,PRMUND,33.92483333,-33.92483333,23.61716667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062805,PRMUND,33.92116667,-33.92116667,23.63433333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062902,PRMUND,33.914,-33.914,23.63383333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062903,PRMUND,33.90983333,-33.90983333,23.63433333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062906,PRMUND,33.904,-33.904,23.65483333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062907,PRMUND,33.902,-33.902,23.658,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062908,PRMUND,33.90033333,-33.90033333,23.66166667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0062917,PRMUND,33.9105,-33.9105,23.715,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0063007,PRMUND,33.92433333,-33.92433333,23.73016667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0070202,PRMUND,33.782,-33.782,25.08166667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070203,PRMUND,33.77966667,-33.77966667,25.086,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070219,PRMUND,33.78333333,-33.78333333,25.13016667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070220,PRMUND,33.78466667,-33.78466667,25.13383333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070256,PRMUND,33.7725,-33.7725,25.04783333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070261,PRMUND,33.75533333,-33.75533333,25.03783333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070262,PRMUND,33.75266667,-33.75266667,25.03783333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070265,PRMUND,33.7455,-33.7455,25.0635,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070273,PRMUND,33.75366667,-33.75366667,25.03016667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070274,PRMUND,33.75183333,-33.75183333,25.0275,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070275,PRMUND,33.74816667,-33.74816667,25.02366667,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070277,PRMUND,33.74466667,-33.74466667,25.0195,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070285,PRMUND,33.80316667,-33.80316667,25.04783333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070289,PRMUND,33.818,-33.818,25.06616667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0063008,PRMUND,33.9285,-33.9285,23.73016667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0070428,PRMUND,33.72566667,-33.72566667,24.95583333,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070434,PRMUND,33.754,-33.754,25.01116667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070435,PRMUND,33.75183333,-33.75183333,25.0145,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070436,PRMUND,33.74916667,-33.74916667,25.01833333,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070437,PRMUND,33.74916667,-33.74916667,25.0215,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0070446,PRMUND,33.8505,-33.8505,25.17416667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070450,PRMUND,33.85383333,-33.85383333,25.19483333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070302,PRMUND,33.85766667,-33.85766667,25.18233333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070303,PRMUND,33.86083333,-33.86083333,25.185,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070308,PRMUND,33.8685,-33.8685,25.19416667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070309,PRMUND,33.87066667,-33.87066667,25.19683333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070310,PRMUND,33.87433333,-33.87433333,25.19566667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070311,PRMUND,33.87766667,-33.87766667,25.19683333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070312,PRMUND,33.88083333,-33.88083333,25.19833333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070315,PRMUND,33.85766667,-33.85766667,25.20966667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070324,PRMUND,33.80633333,-33.80633333,25.15383333,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070325,PRMUND,33.86716667,-33.86716667,25.19216667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0070147,PRMUND,33.995,-33.995,24.21,35.12,6.64,427.15,0.16,0.44,2.84
AGRY0070148,PRMUND,33.9955,-33.9955,24.215,35.12,6.64,427.15,0.16,0.44,2.84
AGRY0070149,PRMUND,33.996,-33.996,24.2205,35.12,6.64,427.15,0.16,0.44,2.84
AGRY0070101,PRMUND,33.96983333,-33.96983333,23.68283333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0070102,PRMUND,33.97116667,-33.97116667,23.68766667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY0070104,PRMUND,33.97116667,-33.97116667,23.69783333,29.69,8.42,390.23,0.17,0.44,2.8
SMRY0072607,PRMUND,34.036,-34.036,19.46016667,36.73,1.57,458.79,0.16,0.45,3.73
GNI95012104,PRMUND,34.03,-34.03,24.46883333,35.12,6.64,427.15,0.16,0.44,2.84
SMRY0060207,PRMUND,34.03516667,-34.03516667,19.34666667,36.73,1.57,458.79,0.16,0.45,3.73
GMCY0072301,PRMUND,33.70166667,-33.70166667,24.94666667,42.57,2.58,511.52,0.16,0.41,3.06
GMCY0072302,PRMUND,33.69833333,-33.69833333,24.96166667,42.57,2.58,511.52,0.16,0.41,3.06
GMCY0072303,PRMUND,33.69,-33.69,24.96166667,42.57,2.58,511.52,0.16,0.41,3.06
OUTY0080502,PRMUND,33.94316667,-33.94316667,22.5865,30.83,7.26,348.05,0.08,0.43,2.07
WIJY0101406,PRMUND,34.335,-34.335,18.94666667,24.48,10.17,474.61,0.22,0.42,3.61
AGRY0101202,PRMUND,33.922,-33.922,23.15,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0101207,PRMUND,33.88733333,-33.88733333,23.16566667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0101208,PRMUND,33.8955,-33.8955,23.158,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0101204,PRMUND,33.89116667,-33.89116667,23.164,31.46,6.64,369.14,0.1,0.43,1.43
GEKY0101201,PRMUND,33.9265,-33.9265,23.16016667,31.46,6.64,369.14,0.1,0.43,1.43
GEKY0101203,PRMUND,33.88916667,-33.88916667,23.1715,31.46,6.64,369.14,0.1,0.43,1.43
MAJY0112402,PRMUND,34.272,-34.272,18.908,24.48,10.17,474.61,0.22,0.42,3.61
OUTY0092201,PRMUND,33.825,-33.825,22.65716667,30.83,7.26,348.05,0.08,0.43,2.07
OUTY0092202,PRMUND,33.825,-33.825,22.65716667,30.83,7.26,348.05,0.08,0.43,2.07
OUTY0092203,PRMUND,33.83016667,-33.83016667,22.64816667,30.83,7.26,348.05,0.08,0.43,2.07
OUTY0092204,PRMUND,33.8355,-33.8355,22.64616667,30.83,7.26,348.05,0.08,0.43,2.07
OUTY0092205,PRMUND,33.85266667,-33.85266667,22.639,30.83,7.26,348.05,0.08,0.43,2.07
AGRY0122824,PRMUND,33.6315,-33.6315,24.8275,42.57,2.58,511.52,0.16,0.41,3.06
AGRY0122831,PRMUND,33.764,-33.764,25.06266667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0122832,PRMUND,33.763,-33.763,25.05866667,34.44,8.8,421.88,0.15,0.43,2.87
AGRY0121111,PRMUND,33.86533333,-33.86533333,23.357,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121112,PRMUND,33.86216667,-33.86216667,23.35,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121113,PRMUND,33.855,-33.855,23.32466667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121114,PRMUND,33.85316667,-33.85316667,23.31983333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121115,PRMUND,33.84916667,-33.84916667,23.30433333,31.46,6.64,369.14,0.1,0.43,1.43
NGFY0122806,PRMUND,33.64916667,-33.64916667,24.79266667,42.57,2.58,511.52,0.16,0.41,3.06
NGFY0122815,PRMUND,33.77916667,-33.77916667,25.08066667,34.44,8.8,421.88,0.15,0.43,2.87
NGFY0122817,PRMUND,33.75716667,-33.75716667,25.0785,34.44,8.8,421.88,0.15,0.43,2.87
NGFY0122818,PRMUND,33.75983333,-33.75983333,25.04133333,34.44,8.8,421.88,0.15,0.43,2.87
WIJY0122603,PRMUND,33.86166667,-33.86166667,25.18666667,34.44,8.8,421.88,0.15,0.43,2.87
WIJY0122808,PRMUND,33.59733333,-33.59733333,24.40083333,42.04,0.54,453.52,0.14,0.44,3.92
WIJY0122809,PRMUND,33.59433333,-33.59433333,24.395,42.04,0.54,453.52,0.14,0.44,3.92
WIJY0122907,PRMUND,33.58833333,-33.58833333,24.38283333,42.04,0.54,453.52,0.14,0.44,3.92
WIJY0122908,PRMUND,33.61133333,-33.61133333,24.40383333,42.04,0.54,453.52,0.14,0.44,3.92
AMMY0121004,PRMUND,33.77816667,-33.77816667,23.293,31.46,6.64,369.14,0.1,0.43,1.43
NGFY0122819,PRMUND,33.74683333,-33.74683333,25.05866667,42.57,2.58,511.52,0.16,0.41,3.06
TLEY0111109,PRMUND,34.32733333,-34.32733333,19,24.48,10.17,474.61,0.22,0.42,3.61
MCGY1012702,PRMUND,33.61333333,-33.61333333,24.49983333,42.04,0.54,453.52,0.14,0.44,3.92
MCGY1012703,PRMUND,33.61066667,-33.61066667,24.5025,42.04,0.54,453.52,0.14,0.44,3.92
AGRY0121202,PRMUND,33.777,-33.777,23.34733333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121219,PRMUND,33.78016667,-33.78016667,23.33933333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121225,PRMUND,33.78833333,-33.78833333,23.47466667,29.69,8.42,390.23,0.17,0.44,2.8
PINY0121001,PRMUND,33.77516667,-33.77516667,23.286,31.46,6.64,369.14,0.1,0.43,1.43
WIJY1020301,PRMUND,34.05333333,-34.05333333,18.87533333,33.55,6.06,506.25,0.19,0.45,3.49
WIJY1020708,PRMUND,34.333,-34.333,18.932,24.48,10.17,474.61,0.22,0.42,3.61
WIJY1020709,PRMUND,34.33466667,-34.33466667,18.947,24.48,10.17,474.61,0.22,0.42,3.61
AGRY0121307,PRMUND,33.81666667,-33.81666667,22.91733333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121309,PRMUND,33.8185,-33.8185,22.91283333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121310,PRMUND,33.81616667,-33.81616667,22.91116667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121311,PRMUND,33.81983333,-33.81983333,22.90216667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121312,PRMUND,33.81666667,-33.81666667,22.90116667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121313,PRMUND,33.819,-33.819,22.8905,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121408,PRMUND,33.86483333,-33.86483333,23.15383333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY0121414,PRMUND,33.86033333,-33.86033333,23.10216667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121202,PRMUND,33.7775,-33.7775,23.33883333,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121203,PRMUND,33.77883333,-33.77883333,23.35166667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121207,PRMUND,33.786,-33.786,23.43616667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121208,PRMUND,33.78966667,-33.78966667,23.465,29.69,8.42,390.23,0.17,0.44,2.8
AMMY0121302,PRMUND,33.81616667,-33.81616667,22.94416667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121306,PRMUND,33.79916667,-33.79916667,22.97416667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121405,PRMUND,33.896,-33.896,23.1555,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121406,PRMUND,33.896,-33.896,23.064,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121202,PRMUND,33.77433333,-33.77433333,23.33433333,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121203,PRMUND,33.784,-33.784,23.3595,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121207,PRMUND,33.78733333,-33.78733333,23.428,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121208,PRMUND,33.786,-33.786,23.45916667,29.69,8.42,390.23,0.17,0.44,2.8
PINY0121301,PRMUND,33.81166667,-33.81166667,22.95,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121302,PRMUND,33.81533333,-33.81533333,22.95166667,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121307,PRMUND,33.81133333,-33.81133333,22.92166667,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121308,PRMUND,33.81433333,-33.81433333,22.9225,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121309,PRMUND,33.81666667,-33.81666667,22.90583333,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121310,PRMUND,33.819,-33.819,22.90716667,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121311,PRMUND,33.819,-33.819,22.8945,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121312,PRMUND,33.8135,-33.8135,22.9095,31.46,6.64,369.14,0.1,0.43,1.43
PMRY0121203,PRMUND,33.77616667,-33.77616667,23.34416667,31.46,6.64,369.14,0.1,0.43,1.43
PMRY0121204,PRMUND,33.78016667,-33.78016667,23.3565,31.46,6.64,369.14,0.1,0.43,1.43
PMRY0121210,PRMUND,33.7865,-33.7865,23.45116667,29.69,8.42,390.23,0.17,0.44,2.8
SGAY0121202,PRMUND,33.7735,-33.7735,23.3295,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121206,PRMUND,33.78833333,-33.78833333,23.42533333,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121207,PRMUND,33.786,-33.786,23.44416667,29.69,8.42,390.23,0.17,0.44,2.8
SGAY0121208,PRMUND,33.79016667,-33.79016667,23.472,29.69,8.42,390.23,0.17,0.44,2.8
SGAY0121302,PRMUND,33.81616667,-33.81616667,22.94833333,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121306,PRMUND,33.80266667,-33.80266667,22.9715,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121406,PRMUND,33.86716667,-33.86716667,23.11616667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121112,PRMUND,33.8595,-33.8595,23.33416667,31.46,6.64,369.14,0.1,0.43,1.43
AMMY0121113,PRMUND,33.85183333,-33.85183333,23.3145,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121109,PRMUND,33.8645,-33.8645,23.35266667,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121110,PRMUND,33.85816667,-33.85816667,23.34433333,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121111,PRMUND,33.85716667,-33.85716667,23.329,31.46,6.64,369.14,0.1,0.43,1.43
PINY0121112,PRMUND,33.85233333,-33.85233333,23.31083333,31.46,6.64,369.14,0.1,0.43,1.43
PINY0122806,PRMUND,33.64766667,-33.64766667,24.79733333,42.57,2.58,511.52,0.16,0.41,3.06
PINY0122815,PRMUND,33.75833333,-33.75833333,25.04466667,34.44,8.8,421.88,0.15,0.43,2.87
SGAY0121111,PRMUND,33.8595,-33.8595,23.33916667,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121112,PRMUND,33.84916667,-33.84916667,23.307,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0121113,PRMUND,33.8725,-33.8725,23.30316667,31.46,6.64,369.14,0.1,0.43,1.43
SGAY0122814,PRMUND,33.767,-33.767,25.07683333,34.44,8.8,421.88,0.15,0.43,2.87
SGAY0122815,PRMUND,33.75716667,-33.75716667,25.07683333,34.44,8.8,421.88,0.15,0.43,2.87
SGAY0122816,PRMUND,33.759,-33.759,25.05,34.44,8.8,421.88,0.15,0.43,2.87
SHRY0122807,PRMUND,33.64016667,-33.64016667,24.79983333,42.57,2.58,511.52,0.16,0.41,3.06
SHRY0122812,PRMUND,33.764,-33.764,25.07466667,34.44,8.8,421.88,0.15,0.43,2.87
SHRY0122813,PRMUND,33.76216667,-33.76216667,25.06583333,34.44,8.8,421.88,0.15,0.43,2.87
SHRY0122814,PRMUND,33.76083333,-33.76083333,25.03716667,34.44,8.8,421.88,0.15,0.43,2.87
MAJY1022701,PRMUND,34.27383333,-34.27383333,18.92466667,24.48,10.17,474.61,0.22,0.42,3.61
BHAY0122813,PRMUND,33.76083333,-33.76083333,25.05416667,34.44,8.8,421.88,0.15,0.43,2.87
TLE98041809,PRMUND,34.38433333,-34.38433333,19.31266667,29.51,6.87,363.87,0.14,0.41,3.67
GNIY1032921,PRMUND,33.859,-33.859,25.18283333,34.44,8.8,421.88,0.15,0.43,2.87
MAJY1032707,PRMUND,34.32033333,-34.32033333,18.872,24.48,10.17,474.61,0.22,0.42,3.61
MCGY1040801,PRMUND,33.73766667,-33.73766667,25.18283333,42.57,2.58,511.52,0.16,0.41,3.06
MCGY1040802,PRMUND,33.735,-33.735,25.182,42.57,2.58,511.52,0.16,0.41,3.06
IEBY1011714,PRMUND,33.7675,-33.7675,19.1505,36.73,1.57,458.79,0.16,0.45,3.73
NAHY1062001,PRMUND,34.24416667,-34.24416667,19.10266667,36.73,1.57,458.79,0.16,0.45,3.73
AGRY1070634,PRMUND,33.96983333,-33.96983333,23.43766667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY1070804,PRMUND,33.972,-33.972,23.5495,29.69,8.42,390.23,0.17,0.44,2.8
NAHY1112802,PRMUND,33.59733333,-33.59733333,24.535,42.04,0.54,453.52,0.14,0.44,3.92
AGRY2011307,PRMUND,33.96533333,-33.96533333,23.49833333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011308,PRMUND,33.96616667,-33.96616667,23.50433333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011507,PRMUND,33.97033333,-33.97033333,23.58066667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011508,PRMUND,33.9685,-33.9685,23.58383333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011510,PRMUND,33.96433333,-33.96433333,23.5945,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011511,PRMUND,33.9635,-33.9635,23.60266667,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011512,PRMUND,33.9685,-33.9685,23.60483333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011520,PRMUND,33.97383333,-33.97383333,23.58333333,29.69,8.42,390.23,0.17,0.44,2.8
AGRY2011613,PRMUND,34.02883333,-34.02883333,23.21833333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY2011620,PRMUND,34.009,-34.009,23.2285,31.46,6.64,369.14,0.1,0.43,1.43
AGRY2011624,PRMUND,34.02883333,-34.02883333,23.18433333,31.46,6.64,369.14,0.1,0.43,1.43
AGRY2011718,PRMUND,34.08666667,-34.08666667,23.23166667,31.46,6.64,369.14,0.1,0.43,1.43
AGRY2011724,PRMUND,34.07383333,-34.07383333,23.24083333,31.46,6.64,369.14,0.1,0.43,1.43
